,user_id,feature_used,session_duration,engagement_score,accessibility_settings,age_group,gender,additional_attributes,user_characteristics
3734,user_172,Text-to-Speech,44.17,3,4,Adult,Male,Straight,Adult/Male/Straight
3736,user_7678,Visual Aid,75.52,5,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3737,user_7232,Colorblind Mode,52.93,3,0,Senior,Male,Straight,Senior/Male/Straight
3739,user_988,Visual Aid,45.97,2,0,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3740,user_7551,Colorblind Mode,113.07,5,3,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3741,user_9202,High Contrast Mode,12.46,5,0,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3742,user_433,Colorblind Mode,78.93,4,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3743,user_3952,High Contrast Mode,16.93,3,0,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3745,user_4184,Colorblind Mode,48.68,2,4,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3746,user_6560,Multilingual,94.95,3,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3747,user_9164,Colorblind Mode,31.53,2,1,Professional,Male,Straight,Professional/Male/Straight
3748,user_6474,High Contrast Mode,19.67,1,5,Teenager,Female,Straight,Teenager/Female/Straight
3749,user_2637,Multilingual,50.01,2,5,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3750,user_834,Visual Aid,112.52,2,4,Professional,Male,Straight,Professional/Male/Straight
3752,user_5631,Text-to-Speech,115.31,4,5,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3754,user_9227,Multilingual,37.32,2,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3755,user_1897,Text-to-Speech,16.97,5,1,Adult,Female,Straight,Adult/Female/Straight
3756,user_9821,High Contrast Mode,18.85,4,1,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3757,user_1429,Colorblind Mode,22.44,5,3,Senior,Male,Straight,Senior/Male/Straight
3758,user_9539,Colorblind Mode,94.66,2,4,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3759,user_3118,Visual Aid,43.89,4,0,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3760,user_8995,Text-to-Speech,25.06,1,4,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3761,user_2592,Colorblind Mode,42.37,1,0,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3764,user_1374,Colorblind Mode,45.17,4,0,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3766,user_3454,High Contrast Mode,40.38,1,4,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3767,user_5251,Visual Aid,77.9,1,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3768,user_216,Text-to-Speech,78.25,1,1,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3769,user_7249,Text-to-Speech,103.4,2,3,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3770,user_3871,High Contrast Mode,74.62,5,3,Teenager,Female,Straight,Teenager/Female/Straight
3771,user_8198,Visual Aid,17.39,2,1,Professional,Female,Straight,Professional/Female/Straight
3772,user_4971,Text-to-Speech,65.3,2,2,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3773,user_8720,Visual Aid,65.55,2,3,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3776,user_179,Visual Aid,94.01,2,0,Professional,Male,Straight,Professional/Male/Straight
3777,user_5952,Text-to-Speech,5.26,5,4,Teenager,Male,Straight,Teenager/Male/Straight
3778,user_604,Multilingual,77.11,4,2,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3779,user_6410,Text-to-Speech,87.11,5,4,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3780,user_8347,High Contrast Mode,75.18,4,5,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3781,user_1950,Colorblind Mode,76.91,3,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3782,user_5665,Multilingual,50.4,3,2,Teenager,Male,Straight,Teenager/Male/Straight
3785,user_4344,Text-to-Speech,70.86,4,1,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3786,user_6792,Multilingual,34.67,4,0,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3788,user_7547,Text-to-Speech,29.68,4,5,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3791,user_6477,Visual Aid,16.27,3,4,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3794,user_1170,Visual Aid,28.56,2,4,Senior,Female,Straight,Senior/Female/Straight
3795,user_7692,Text-to-Speech,63.75,2,2,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3796,user_6434,Text-to-Speech,8.64,4,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3797,user_2656,Colorblind Mode,45.42,4,1,Professional,Male,Straight,Professional/Male/Straight
3799,user_2903,High Contrast Mode,39.49,2,3,Young Adult,Male,Straight,Young Adult/Male/Straight
3800,user_5076,Multilingual,94.12,4,2,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3802,user_8281,Colorblind Mode,56.84,5,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3803,user_2018,Text-to-Speech,53.16,2,2,Teenager,Male,Straight,Teenager/Male/Straight
3805,user_4410,Visual Aid,17.93,2,3,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3807,user_6710,High Contrast Mode,11.97,4,1,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3808,user_5750,Colorblind Mode,23.77,4,1,Senior,Male,Straight,Senior/Male/Straight
3809,user_1365,Visual Aid,5.35,4,5,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3810,user_4400,Visual Aid,60.98,1,2,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3811,user_9712,High Contrast Mode,83.08,2,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3814,user_5619,Visual Aid,84.12,5,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3815,user_3336,Visual Aid,77.26,4,2,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3816,user_574,High Contrast Mode,42.05,5,1,Young Adult,Male,Straight,Young Adult/Male/Straight
3820,user_6307,Multilingual,34.89,2,3,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3821,user_3481,Colorblind Mode,51.93,5,4,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3822,user_4000,Visual Aid,33.78,2,1,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3823,user_8915,Colorblind Mode,85.48,4,5,Senior,Male,Straight,Senior/Male/Straight
3825,user_5267,Text-to-Speech,38.19,3,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3827,user_4652,High Contrast Mode,33.07,5,2,Adult,Female,Straight,Adult/Female/Straight
3831,user_2050,Text-to-Speech,72.14,5,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3834,user_1203,Colorblind Mode,101.62,5,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3835,user_8540,High Contrast Mode,53.23,1,0,Adult,Female,Straight,Adult/Female/Straight
3836,user_8238,Multilingual,10.78,4,1,Young Adult,Male,Straight,Young Adult/Male/Straight
3838,user_9173,Multilingual,85.26,1,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3839,user_1641,Text-to-Speech,117.9,3,2,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3841,user_1293,High Contrast Mode,47.68,5,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3842,user_2100,Text-to-Speech,97.84,4,1,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3843,user_880,Multilingual,112.2,1,4,Professional,Female,Straight,Professional/Female/Straight
3844,user_5864,High Contrast Mode,107.2,1,5,Senior,Female,Straight,Senior/Female/Straight
3845,user_9940,Text-to-Speech,9.19,5,4,Teenager,Male,Straight,Teenager/Male/Straight
3846,user_4015,Visual Aid,45.18,2,0,Teenager,Male,Straight,Teenager/Male/Straight
3847,user_917,High Contrast Mode,26.41,5,0,Senior,Male,Straight,Senior/Male/Straight
3848,user_9072,Colorblind Mode,70.02,4,1,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3849,user_9404,Colorblind Mode,28.7,5,2,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3850,user_8527,Colorblind Mode,57.0,2,3,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3851,user_3838,Visual Aid,70.0,5,0,Adult,Male,Straight,Adult/Male/Straight
3852,user_390,Colorblind Mode,63.39,2,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3853,user_9272,Multilingual,31.08,3,0,Professional,Female,Straight,Professional/Female/Straight
3854,user_2491,Visual Aid,99.21,3,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3855,user_3037,Multilingual,52.03,5,1,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3856,user_2483,Colorblind Mode,18.65,1,2,Young Adult,Male,Straight,Young Adult/Male/Straight
3857,user_649,High Contrast Mode,118.54,5,4,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3859,user_5059,Text-to-Speech,71.69,4,2,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3860,user_1132,Multilingual,117.2,2,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3861,user_8189,Multilingual,89.5,1,4,Senior,Male,Straight,Senior/Male/Straight
3862,user_6992,Visual Aid,85.14,3,2,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3864,user_9702,Multilingual,58.8,4,2,Professional,Male,Straight,Professional/Male/Straight
3865,user_7188,Colorblind Mode,43.33,2,5,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3867,user_6617,Visual Aid,15.75,3,0,Young Adult,Male,Straight,Young Adult/Male/Straight
3868,user_8692,Multilingual,38.9,2,0,Professional,Male,Straight,Professional/Male/Straight
3869,user_3299,Multilingual,19.87,3,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3870,user_8971,Visual Aid,87.32,5,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3872,user_9056,Colorblind Mode,98.59,5,3,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3874,user_6196,Colorblind Mode,81.6,5,5,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3875,user_6698,Visual Aid,41.24,2,1,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
3876,user_7347,High Contrast Mode,10.62,1,5,Young Adult,Male,Straight,Young Adult/Male/Straight
3877,user_4744,Visual Aid,29.97,2,4,Young Adult,Male,Straight,Young Adult/Male/Straight
3878,user_990,Text-to-Speech,77.89,3,3,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3880,user_118,Colorblind Mode,106.5,2,2,Professional,Male,Straight,Professional/Male/Straight
3881,user_9804,Multilingual,111.64,2,0,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3883,user_7992,High Contrast Mode,95.1,1,2,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
3884,user_3628,Colorblind Mode,40.26,3,3,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3885,user_5370,High Contrast Mode,50.59,1,3,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3887,user_9509,Multilingual,113.58,5,4,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3889,user_3036,Text-to-Speech,70.28,5,3,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3890,user_5986,High Contrast Mode,114.58,5,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3893,user_9687,High Contrast Mode,89.72,1,5,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3896,user_2313,Visual Aid,85.82,1,1,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3897,user_1487,Visual Aid,86.7,2,1,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3898,user_3562,High Contrast Mode,89.69,3,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3900,user_5447,Visual Aid,102.38,5,3,Teenager,Male,Straight,Teenager/Male/Straight
3901,user_3095,Multilingual,57.57,1,2,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3902,user_849,Colorblind Mode,100.99,5,5,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3904,user_2651,High Contrast Mode,109.48,2,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3905,user_5540,High Contrast Mode,69.27,3,2,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3906,user_3634,Text-to-Speech,63.21,5,2,Teenager,Female,Straight,Teenager/Female/Straight
3907,user_4137,Colorblind Mode,106.04,5,2,Professional,Male,Straight,Professional/Male/Straight
3908,user_3253,High Contrast Mode,16.51,2,5,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3909,user_7073,Colorblind Mode,63.88,4,1,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3910,user_4235,Colorblind Mode,53.07,3,4,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
3912,user_7038,High Contrast Mode,75.98,3,3,Professional,Male,Straight,Professional/Male/Straight
3914,user_3648,Text-to-Speech,75.82,3,2,Senior,Male,Straight,Senior/Male/Straight
3915,user_7619,Text-to-Speech,107.82,4,2,Senior,Female,Straight,Senior/Female/Straight
3916,user_1009,High Contrast Mode,55.07,1,1,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3918,user_7792,Visual Aid,39.61,4,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3921,user_4890,Visual Aid,81.3,5,0,Senior,Male,Straight,Senior/Male/Straight
3922,user_4760,Text-to-Speech,98.16,3,2,Senior,Female,Straight,Senior/Female/Straight
3925,user_1415,Visual Aid,28.68,5,4,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3928,user_2876,High Contrast Mode,39.77,3,5,Professional,Male,Straight,Professional/Male/Straight
3929,user_3007,Colorblind Mode,115.59,4,3,Young Adult,Male,Straight,Young Adult/Male/Straight
3930,user_1959,Visual Aid,16.06,2,5,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3931,user_1214,High Contrast Mode,100.57,4,3,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3932,user_4266,Multilingual,34.83,3,2,Senior,Male,Straight,Senior/Male/Straight
3935,user_2959,Colorblind Mode,32.88,5,0,Professional,Non-Binary,Person of Color,Professional/Non-Binary/Person of Color
3936,user_309,High Contrast Mode,66.4,2,2,Adult,Female,Straight,Adult/Female/Straight
3938,user_6144,Colorblind Mode,115.42,4,5,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3940,user_3721,Multilingual,31.12,1,4,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
3941,user_2667,Multilingual,13.44,1,5,Adult,Male,Straight,Adult/Male/Straight
3942,user_1652,Multilingual,65.21,5,2,Teenager,Female,Straight,Teenager/Female/Straight
3943,user_6499,Colorblind Mode,27.87,1,4,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3944,user_9038,Multilingual,114.46,1,2,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3945,user_5315,Multilingual,118.57,1,1,Young Adult,Female,Straight,Young Adult/Female/Straight
3946,user_5764,Colorblind Mode,71.1,2,1,Professional,Female,Straight,Professional/Female/Straight
3947,user_5198,Multilingual,29.75,5,3,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3948,user_14,High Contrast Mode,42.21,1,3,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3949,user_2526,High Contrast Mode,82.47,1,1,Young Adult,Non-Binary,Person of Color,Young Adult/Non-Binary/Person of Color
3950,user_6349,Multilingual,93.22,2,2,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3951,user_9762,High Contrast Mode,90.6,1,1,Young Adult,Male,Straight,Young Adult/Male/Straight
3952,user_4672,Text-to-Speech,74.83,1,4,Adult,Male,Straight,Adult/Male/Straight
3954,user_226,High Contrast Mode,97.45,5,5,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3955,user_5778,Multilingual,10.11,4,0,Professional,Female,Straight,Professional/Female/Straight
3956,user_8567,Colorblind Mode,37.06,2,3,Young Adult,Female,Straight,Young Adult/Female/Straight
3957,user_3417,Text-to-Speech,58.46,4,4,Senior,Female,Straight,Senior/Female/Straight
3959,user_882,High Contrast Mode,110.58,5,2,Adult,Female,Straight,Adult/Female/Straight
3960,user_7579,Text-to-Speech,110.6,1,2,Adult,Male,Straight,Adult/Male/Straight
3961,user_2605,Colorblind Mode,101.34,2,2,Teenager,Male,Straight,Teenager/Male/Straight
3962,user_2438,Multilingual,107.44,1,1,Teenager,Male,Straight,Teenager/Male/Straight
3963,user_9184,Visual Aid,117.92,3,5,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
3964,user_8240,Colorblind Mode,105.53,1,5,Professional,Male,Straight,Professional/Male/Straight
3965,user_4620,Multilingual,33.75,1,2,Teenager,Female,Straight,Teenager/Female/Straight
3967,user_9448,Multilingual,95.35,2,4,Teenager,Male,Straight,Teenager/Male/Straight
3968,user_3266,Colorblind Mode,98.97,2,3,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3969,user_9503,High Contrast Mode,52.35,5,4,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
3970,user_2455,Multilingual,101.49,2,3,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
3971,user_8718,Text-to-Speech,89.99,1,1,Senior,Non-Binary,Person of Color,Senior/Non-Binary/Person of Color
3972,user_9160,Text-to-Speech,7.92,2,2,Professional,Male,Straight,Professional/Male/Straight
3976,user_9479,Visual Aid,80.61,3,3,Professional,Male,Straight,Professional/Male/Straight
3980,user_511,Visual Aid,7.33,2,4,Young Adult,Non-Binary,LGBTQ+,Young Adult/Non-Binary/LGBTQ+
3981,user_6553,Colorblind Mode,75.51,5,2,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
3983,user_2950,High Contrast Mode,101.92,1,0,Teenager,Male,Straight,Teenager/Male/Straight
3984,user_8688,Text-to-Speech,62.93,2,5,Senior,Female,Straight,Senior/Female/Straight
3987,user_5106,Text-to-Speech,63.95,5,5,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3989,user_525,Colorblind Mode,108.86,2,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3990,user_5145,Colorblind Mode,98.16,5,5,Adult,Female,Straight,Adult/Female/Straight
3991,user_2862,Visual Aid,24.5,5,4,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
3992,user_3463,Multilingual,48.21,2,4,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3993,user_6968,High Contrast Mode,98.45,5,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
3995,user_4172,Text-to-Speech,38.04,3,0,Professional,Female,Straight,Professional/Female/Straight
3996,user_1567,Visual Aid,65.74,4,1,Professional,Female,Straight,Professional/Female/Straight
3997,user_7081,Text-to-Speech,91.33,5,5,Teenager,Male,Straight,Teenager/Male/Straight
3998,user_3827,High Contrast Mode,12.95,4,5,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
3999,user_7294,Multilingual,108.97,4,5,Teenager,Non-Binary,Person of Color,Teenager/Non-Binary/Person of Color
4002,user_2653,High Contrast Mode,117.35,2,1,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
4003,user_8137,High Contrast Mode,14.09,1,0,Professional,Non-Binary,Straight,Professional/Non-Binary/Straight
4004,user_4272,High Contrast Mode,99.51,2,4,Adult,Female,Straight,Adult/Female/Straight
4008,user_5727,Multilingual,90.33,5,2,Young Adult,Male,Straight,Young Adult/Male/Straight
4009,user_868,Text-to-Speech,109.6,5,0,Teenager,Non-Binary,Straight,Teenager/Non-Binary/Straight
4010,user_3002,Multilingual,49.37,4,2,Young Adult,Male,Straight,Young Adult/Male/Straight
4011,user_4814,Colorblind Mode,100.03,1,3,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
4012,user_77,Colorblind Mode,13.51,1,2,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
4013,user_7251,High Contrast Mode,31.3,1,5,Young Adult,Female,Straight,Young Adult/Female/Straight
4014,user_9341,Multilingual,30.54,1,1,Senior,Non-Binary,Straight,Senior/Non-Binary/Straight
4016,user_9865,Colorblind Mode,100.84,3,2,Senior,Non-Binary,LGBTQ+,Senior/Non-Binary/LGBTQ+
4023,user_4303,Visual Aid,79.31,1,3,Adult,Non-Binary,Straight,Adult/Non-Binary/Straight
4024,user_8321,Multilingual,94.58,3,5,Senior,Male,Straight,Senior/Male/Straight
4025,user_6053,Text-to-Speech,28.9,1,3,Young Adult,Non-Binary,Straight,Young Adult/Non-Binary/Straight
4028,user_5703,Text-to-Speech,32.85,3,3,Teenager,Non-Binary,LGBTQ+,Teenager/Non-Binary/LGBTQ+
4029,user_9791,Text-to-Speech,107.48,2,3,Professional,Non-Binary,LGBTQ+,Professional/Non-Binary/LGBTQ+
4030,user_406,Multilingual,60.0,2,1,Adult,Non-Binary,LGBTQ+,Adult/Non-Binary/LGBTQ+
4031,user_5879,Visual Aid,115.66,2,3,Senior,Male,Straight,Senior/Male/Straight
4032,user_4346,High Contrast Mode,93.85,3,3,Adult,Non-Binary,Person of Color,Adult/Non-Binary/Person of Color
